ID	Domain	Phylum	Class	Order	Family	Genus	Species
Otu0762	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Comamonas	Comamonas aquatica
Otu0763	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira hominis
Otu0764	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-582	CAG-582 sp000435515
Otu0765	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	UBA71	UBA71 sp006954465
Otu0766	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	Sneathia vaginalis
Otu0767	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-508	CAG-508
Otu0768	Bacteria	Bacillota_I	Bacilli_A	ML615J-28	CAG-698	CAG-698	CAG-698
Otu0769	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G sp000434315
Otu0770	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900770635
Otu0771	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-314	CAG-314	CAG-314 sp900551395
Otu0772	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella
Otu0773	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	Babeliales
Otu0774	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia isoflavoniconvertens
Otu0775	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAJLIR01	CAJLIR01 sp905206805
Otu0776	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0777	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	HUN007	HUN007 sp016296165
Otu0778	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0779	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter segnis
Otu0780	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	Aristaeella
Otu0781	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu0782	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus
Otu0783	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	Aristaeella sp017569285
Otu0784	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A hydrogenotrophica
Otu0785	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Massilistercora	Massilistercora timonensis
Otu0786	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	Hydrogeniiclostridium mannosilyticum
Otu0787	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Gemmataceae	Gemmataceae
Otu0788	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sinus
Otu0789	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	G3-4614	Caccoplasma_A	Caccoplasma_A merdipullorum
Otu0790	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Ventrisoma	Ventrisoma faecale
Otu0791	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1750	Spyradocola	Spyradocola merdavium
Otu0792	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
Otu0793	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0794	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-382	UMGS882	UMGS882 sp905235695
Otu0795	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces vulturis
Otu0796	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	QANA01	QANA01 sp910588425
Otu0797	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	UBA956	UBA956 sp903878115
Otu0798	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	UBA660	UBA660
Otu0799	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_D	Dorea_D hominis
Otu0800	Bacteria	Bacteroidota	Bacteroidia	B-17B0	B-17BO	UBA2475	UBA2475
Otu0801	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira pectinoschiza_A
Otu0802	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	SZUA-444	SZUA-444 sp023440965
Otu0803	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-508	CAG-508
Otu0804	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Phaeospirillum	Phaeospirillum
Otu0805	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp959599425
Otu0806	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp900540345
Otu0807	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0808	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii
Otu0809	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus
Otu0810	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella hominis
Otu0811	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UBA644	HGM12619	HGM12619 sp015067305
Otu0812	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UMGS1384	JAAZKA01	JAAZKA01 sp016297585
Otu0813	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-1000	CAG-1000 sp000434555
Otu0814	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pararheinheimera	Pararheinheimera sp001669775
Otu0815	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria	Schlesneria paludicola_A
Otu0816	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas faecalis
Otu0817	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus
Otu0818	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
Otu0819	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu0820	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B faecipullorum
Otu0821	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1750	Spyradocola	Spyradocola merdavium
Otu0822	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Turicimonas	Turicimonas muris
Otu0823	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus
Otu0824	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas
Otu0825	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter avistercoris
Otu0826	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Limisphaerales	UBA9464	UBA9464	UBA9464
Otu0827	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0828	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella sp000564995
Otu0829	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae
Otu0830	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthellaceae	Eggerthellaceae
Otu0831	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0832	Bacteria	Bacillota_A	Clostridia	Christensenellales	GCA-900066905	Luoshenia	Luoshenia tenuis
Otu0833	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Feifaniaceae	Feifania	Feifania hominis
Otu0834	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900761785
Otu0835	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Rothia	Rothia dentocariosa
Otu0836	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu0837	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus comes
Otu0838	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii
Otu0839	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	Muribaculaceae
Otu0840	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella buccalis
Otu0841	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Diplocloster	Diplocloster agilis
Otu0842	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis
Otu0843	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	Scatocola	Scatocola faecipullorum
Otu0844	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	UBA4636	UBA4636 sp900770945
Otu0845	Bacteria	Bacillota_B	Bacillota_B	Bacillota_B	Bacillota_B	Bacillota_B	Bacillota_B
Otu0846	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0847	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	Avispirillum	Avispirillum sp011957885
Otu0848	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	UBA10281	UBA10281
Otu0849	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	UBA660	UBA660
Otu0850	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0851	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Fannyhessea	Fannyhessea vaginae
Otu0852	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0853	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D
Otu0854	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus
Otu0855	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	Eubacterium_I
Otu0856	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu0857	Bacteria	Bacteroidota	Bacteroidia	J057	J057	JAAFHL01	JAAFHL01 sp013298365
Otu0858	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu0859	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Scatosoma	Scatosoma sp017626135
Otu0860	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0861	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-557	CAG-557 sp949068525
Otu0862	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu0863	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus stercoravium
Otu0864	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu0865	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
Otu0866	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu0867	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas
Otu0868	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	Hominilimicola	Hominilimicola
Otu0869	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	SIAJ01	SIAJ01 sp009691845
Otu0870	Bacteria	Bacillota_A	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacterium	Thermoanaerobacterium thermosaccharolyticum
Otu0871	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A crossotus
Otu0872	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	UBA11524	UBA11524 sp000437595
Otu0873	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000434975
Otu0874	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Allocoprobacillus	Allocoprobacillus merdigallinarum
Otu0875	Bacteria	Bacillota_A	Clostridia	Christensenellales	Pumilibacteraceae	UBA10677	UBA10677 sp003533505
Otu0876	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes provencensis
Otu0877	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium swidsinskii
Otu0878	Bacteria	Bacillota_B	Bacillota_B	Bacillota_B	Bacillota_B	Bacillota_B	Bacillota_B
Otu0879	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	Sulfuricurvum sp002327465
Otu0880	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0881	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0882	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_B	Fusobacterium_B sp900541465
Otu0883	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0884	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium parvum
Otu0885	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	Aristaeella
Otu0886	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu0887	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter
Otu0888	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus_A harei_A
Otu0889	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0890	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia piriformis
Otu0891	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muricolitica
Otu0892	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster
Otu0893	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu0894	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_C	Roseburia_C amylophila
Otu0895	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6398	UBA6398 sp003150315
Otu0896	Bacteria	Bacteroidota	Bacteroidia	J057	J057	JAAFHL01	JAAFHL01 sp013298365
Otu0897	Bacteria	Bacillota_I	Bacilli_A	Acholeplasmatales	Anaeroplasmataceae	CAG-307	CAG-307 sp900547045
Otu0898	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium
Otu0899	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc carnosum
Otu0900	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ligaoa	Ligaoa zhengdingensis
Otu0901	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
Otu0902	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp003466125
Otu0903	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Longibaculum	Longibaculum muris
Otu0904	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Ezakiella	Ezakiella coagulans
Otu0905	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Rhodoferax
Otu0906	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
Otu0907	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	UBA1685	UBA1685 sp004560435
Otu0908	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
Otu0909	Bacteria	Bacillota_I	Bacilli_A	RFN20	CAG-449	CAG-449	CAG-449
Otu0910	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter cinnamivorans
Otu0911	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium durum
Otu0912	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UBA644	HGM12619	HGM12619 sp015067305
Otu0913	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella	Silvanigrella paludirubra
Otu0914	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella muris
Otu0915	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Raoultibacter	Raoultibacter timonensis
Otu0916	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium diversum
Otu0917	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	Firm-07	Firm-07 sp905187695
Otu0918	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hominibacterium	Hominibacterium faecale
Otu0919	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea fessa
Otu0920	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0921	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0922	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_H	Olsenella_H porci
Otu0923	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-272	CAG-272
Otu0924	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp001278845
Otu0925	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-611	CAG-611
Otu0926	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu0927	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter
Otu0928	Bacteria	Bacillota_I	Bacilli_A	ML615J-28	CAG-313	CAG-313	CAG-313
Otu0929	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae
Otu0930	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	UBA1685	UBA1685 sp004560435
Otu0931	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas cirricatena
Otu0932	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Isosphaeraceae	Isosphaeraceae
Otu0933	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu0934	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthellaceae	Eggerthellaceae
Otu0935	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu0936	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter
Otu0937	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Gemmataceae	Gemmataceae
Otu0938	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_AP	Clostridium_AP sp000509125
Otu0939	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella amnii
Otu0940	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter avistercoris
Otu0941	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Caproiciproducens	Caproiciproducens
Otu0942	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp000434735
Otu0943	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-272	CAG-272
Otu0944	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax gossypii
Otu0945	Bacteria	Bacteroidota	Bacteroidia	J057	J057	JAAFHL01	JAAFHL01
Otu0946	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu0947	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter fastidiosus
Otu0948	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus sp012843675
Otu0949	Bacteria	Chloroflexota	Anaerolineae	J036	Brachytrichaceae	Brachytrichaceae	Brachytrichaceae
Otu0950	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Bianqueaceae	Bianquea	Bianquea renquensis
Otu0951	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio
Otu0952	Bacteria	Bacillota_A	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	Anaerofustis stercorihominis_A
Otu0953	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Scatosoma	Scatosoma sp017626135
Otu0954	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Fimicola	Fimicola cottocaccae
Otu0955	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1750	Spyradocola	Spyradocola merdavium
Otu0956	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales	Bacteroidales	Bacteroidales
Otu0957	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira pectinoschiza_A
Otu0958	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-272	CAG-272
Otu0959	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella timonensis
Otu0960	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae	Borkfalkiaceae
Otu0961	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	UMGS1518	UMGS1518 sp900552575
Otu0962	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
Otu0963	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu0964	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio
Otu0965	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269
Otu0966	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu0967	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu0968	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas
Otu0969	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp003491505
Otu0970	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	QAMH01	CACZQA01	CACZQA01 sp902783175
Otu0971	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Fenollaria	Fenollaria massiliensis
Otu0972	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269
Otu0973	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
Otu0974	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecipullorum
